"infinitive","count","perc"
"tamborilear",2,0.00280198380453361
"haberme",2,0.00280198380453361
"putear",2,0.00280198380453361
"enarbolar",2,0.00280198380453361
"rimar",2,0.00280198380453361
"enderezarse",2,0.00280198380453361
"acortar",2,0.00280198380453361
"chamuyar",2,0.00280198380453361
"manotear",2,0.00280198380453361
"tajear",2,0.00280198380453361
"soltarse",2,0.00280198380453361
"hincar",2,0.00280198380453361
"palmear",2,0.00280198380453361
"chirriar",2,0.00280198380453361
"mamá",2,0.00280198380453361
"decidió",2,0.00280198380453361
"empacar",2,0.00280198380453361
"masacrar",2,0.00280198380453361
"murmuró",2,0.00280198380453361
"nevar",2,0.00280198380453361
"replicó",2,0.00280198380453361
"encandilar",2,0.00280198380453361
"delatar",2,0.00280198380453361
"interferir",2,0.00280198380453361
"encaramar",2,0.00280198380453361
"llamarlo",2,0.00280198380453361
"contactar",2,0.00280198380453361
"toparse",2,0.00280198380453361
"asaltar",2,0.00280198380453361
"remojarse",2,0.00280198380453361
"evaluar",2,0.00280198380453361
"mantenerse",2,0.00280198380453361
"farfullar",2,0.00280198380453361
"apoderarse",2,0.00280198380453361
"atisbar",2,0.00280198380453361
"mimetizar",2,0.00280198380453361
"camuflar",2,0.00280198380453361
"apoyarse",2,0.00280198380453361
"gatear",2,0.00280198380453361
"proveer",2,0.00280198380453361
"diferenciar",2,0.00280198380453361
"ensuciar",2,0.00280198380453361
"vivar",2,0.00280198380453361
"pender",2,0.00280198380453361
"marear",2,0.00280198380453361
"estilar",2,0.00280198380453361
"cuestionar",2,0.00280198380453361
"hacerme",2,0.00280198380453361
"confrontar",2,0.00280198380453361
"retribuir",2,0.00280198380453361
"picotear",2,0.00280198380453361
"despeinar",2,0.00280198380453361
"lieder",2,0.00280198380453361
"rezongar",2,0.00280198380453361
"superponer",2,0.00280198380453361
"desgajar",2,0.00280198380453361
"babear",2,0.00280198380453361
"avoir",2,0.00280198380453361
"lousy",2,0.00280198380453361
"thousand",2,0.00280198380453361
"remember",2,0.00280198380453361
"paraíso",2,0.00280198380453361
"codear",2,0.00280198380453361
"condensar",2,0.00280198380453361
"enfundar",2,0.00280198380453361
"tirarse",2,0.00280198380453361
"encenderse",2,0.00280198380453361
"hablaré",2,0.00280198380453361
"complementar",2,0.00280198380453361
"quédese",2,0.00280198380453361
"mon",2,0.00280198380453361
"caerse",2,0.00280198380453361
"concretar",2,0.00280198380453361
"pisotear",2,0.00280198380453361
"diluir",2,0.00280198380453361
"subrayar",2,0.00280198380453361
"abotonar",2,0.00280198380453361
"declamar",2,0.00280198380453361
"escorchar",2,0.00280198380453361
"llave",2,0.00280198380453361
"casimir",2,0.00280198380453361
"dándose",2,0.00280198380453361
"mordisquear",2,0.00280198380453361
"nublar",2,0.00280198380453361
"patinar",2,0.00280198380453361
"póker",2,0.00280198380453361
"pactar",2,0.00280198380453361
"cuajar",2,0.00280198380453361
"emocionar",2,0.00280198380453361
"séjour",2,0.00280198380453361
"empalmar",2,0.00280198380453361
"placer",2,0.00280198380453361
"abofetear",2,0.00280198380453361
"deslumbrar",2,0.00280198380453361
"desquitar",2,0.00280198380453361
"incitar",2,0.00280198380453361
"rebajar",2,0.00280198380453361
"enternecer",2,0.00280198380453361
"repelar",2,0.00280198380453361
"enlazar",2,0.00280198380453361
"santiguar",2,0.00280198380453361
"retour",2,0.00280198380453361
"desarticular",1,0.0014009919022668
"subdividir",1,0.0014009919022668
"cocer",1,0.0014009919022668
"encalar",1,0.0014009919022668
"llegarse",1,0.0014009919022668
"dotar",1,0.0014009919022668
"travesar",1,0.0014009919022668
"regular",1,0.0014009919022668
"castigarse",1,0.0014009919022668
"pudrir",1,0.0014009919022668
"desempacar",1,0.0014009919022668
"evaporar",1,0.0014009919022668
"pastorear",1,0.0014009919022668
"lavándose",1,0.0014009919022668
"cascote",1,0.0014009919022668
"poblar",1,0.0014009919022668
"zarandear",1,0.0014009919022668
"paico",1,0.0014009919022668
"machacar",1,0.0014009919022668
"restablecerse",1,0.0014009919022668
"flagelar",1,0.0014009919022668
"sincronizar",1,0.0014009919022668
"embellecer",1,0.0014009919022668
"desalentar",1,0.0014009919022668
"chuparse",1,0.0014009919022668
"diagonal",1,0.0014009919022668
"barbear",1,0.0014009919022668
"ordeñarla",1,0.0014009919022668
"venderse",1,0.0014009919022668
"acompañándose",1,0.0014009919022668
"haberles",1,0.0014009919022668
"resplandor",1,0.0014009919022668
"informarle",1,0.0014009919022668
"desenrollar",1,0.0014009919022668
"malcomponer",1,0.0014009919022668
"desquiciar",1,0.0014009919022668
"manglar",1,0.0014009919022668
"desocupar",1,0.0014009919022668
"prolongarse",1,0.0014009919022668
"atribular",1,0.0014009919022668
"impúber",1,0.0014009919022668
"resquebrajar",1,0.0014009919022668
"reventarse",1,0.0014009919022668
"sensibilizar",1,0.0014009919022668
"santificar",1,0.0014009919022668
"sacramentar",1,0.0014009919022668
"dilapidar",1,0.0014009919022668
"desangrarse",1,0.0014009919022668
"besarse",1,0.0014009919022668
"moverle",1,0.0014009919022668
"tatuar",1,0.0014009919022668
"descuartizar",1,0.0014009919022668
"colindar",1,0.0014009919022668
"re-parar",1,0.0014009919022668
"ofuscar",1,0.0014009919022668
"propugnar",1,0.0014009919022668
"tocarse",1,0.0014009919022668
"comprobarlo",1,0.0014009919022668
"incluirlo",1,0.0014009919022668
"tratarse",1,0.0014009919022668
"atemperar",1,0.0014009919022668
"recaudar",1,0.0014009919022668
"unirse",1,0.0014009919022668
"uniformar",1,0.0014009919022668
"desahogándose",1,0.0014009919022668
"lamentarse",1,0.0014009919022668
"abigarrar",1,0.0014009919022668
"merodear",1,0.0014009919022668
"apiadarse",1,0.0014009919022668
"enroscar",1,0.0014009919022668
"enfrentarse",1,0.0014009919022668
"merecerle",1,0.0014009919022668
"encabritar",1,0.0014009919022668
"engrasar",1,0.0014009919022668
"tronar",1,0.0014009919022668
"sistematizar",1,0.0014009919022668
"hornear",1,0.0014009919022668
"restregar",1,0.0014009919022668
"decolorarse",1,0.0014009919022668
"recubrir",1,0.0014009919022668
"respirarlo",1,0.0014009919022668
"recibirse",1,0.0014009919022668
"hostigar",1,0.0014009919022668
"instaurar",1,0.0014009919022668
"atiborrar",1,0.0014009919022668
"enrolar",1,0.0014009919022668
"mamar",1,0.0014009919022668
"limitarse",1,0.0014009919022668
"pillar",1,0.0014009919022668
"filar",1,0.0014009919022668
"aconsejarle",1,0.0014009919022668
"moderar",1,0.0014009919022668
"ventilar",1,0.0014009919022668
"deliberar",1,0.0014009919022668
"conmutarle",1,0.0014009919022668
"rizar",1,0.0014009919022668
"desterrar",1,0.0014009919022668
"capitalizar",1,0.0014009919022668
"feriar",1,0.0014009919022668
"investir",1,0.0014009919022668
"simplificar",1,0.0014009919022668
"conservarse",1,0.0014009919022668
"descifrarse",1,0.0014009919022668
"entonar",1,0.0014009919022668
"mártir",1,0.0014009919022668
"desfilar",1,0.0014009919022668
"rejuvenecer",1,0.0014009919022668
"maltratar",1,0.0014009919022668
"recompensar",1,0.0014009919022668
"escrutar",1,0.0014009919022668
"aficionar",1,0.0014009919022668
"ablandarle",1,0.0014009919022668
"engordar",1,0.0014009919022668
"sosteniéndose",1,0.0014009919022668
"retozar",1,0.0014009919022668
"consternar",1,0.0014009919022668
"cubrirse",1,0.0014009919022668
"conturbar",1,0.0014009919022668
"retratar",1,0.0014009919022668
"engarzar",1,0.0014009919022668
"incrustar",1,0.0014009919022668
"llenarlo",1,0.0014009919022668
"desagraviar",1,0.0014009919022668
"apacentar",1,0.0014009919022668
"traquetear",1,0.0014009919022668
"hipotecar",1,0.0014009919022668
"comprarle",1,0.0014009919022668
"espaldar",1,0.0014009919022668
"versificar",1,0.0014009919022668
"dilucidar",1,0.0014009919022668
"sufragar",1,0.0014009919022668
"congestionar",1,0.0014009919022668
"subsistir",1,0.0014009919022668
"relegar",1,0.0014009919022668
"recalentar",1,0.0014009919022668
"desarraigar",1,0.0014009919022668
"oponerse",1,0.0014009919022668
"transcribir",1,0.0014009919022668
"desclavar",1,0.0014009919022668
"empantanar",1,0.0014009919022668
"imponerle",1,0.0014009919022668
"expresarle",1,0.0014009919022668
"reconstruirse",1,0.0014009919022668
"limpiarse",1,0.0014009919022668
"fregar",1,0.0014009919022668
"momificar",1,0.0014009919022668
"diversificar",1,0.0014009919022668
"trasnochar",1,0.0014009919022668
"indignar",1,0.0014009919022668
"convulsionar",1,0.0014009919022668
"míster",1,0.0014009919022668
"bordonear",1,0.0014009919022668
"afanar",1,0.0014009919022668
"descolgarse",1,0.0014009919022668
"privar",1,0.0014009919022668
"patrocinar",1,0.0014009919022668
"comerciar",1,0.0014009919022668
"tramitar",1,0.0014009919022668
"ungir",1,0.0014009919022668
"asolear",1,0.0014009919022668
"indicarle",1,0.0014009919022668
"alistar",1,0.0014009919022668
"despilfarrar",1,0.0014009919022668
"entregarse",1,0.0014009919022668
"acostándose",1,0.0014009919022668
"seccionar",1,0.0014009919022668
"amenizar",1,0.0014009919022668
"embrollar",1,0.0014009919022668
"corretear",1,0.0014009919022668
"paladar",1,0.0014009919022668
"preocuparse",1,0.0014009919022668
"habiéndoselas",1,0.0014009919022668
"amueblar",1,0.0014009919022668
"temió",1,0.0014009919022668
"reconquistar",1,0.0014009919022668
"afianzar",1,0.0014009919022668
"engomar",1,0.0014009919022668
"amargar",1,0.0014009919022668
"esterilizar",1,0.0014009919022668
"retrasarse",1,0.0014009919022668
"rebanarse",1,0.0014009919022668
"intrigar",1,0.0014009919022668
"acompañándola",1,0.0014009919022668
"cieno",1,0.0014009919022668
"desmigar",1,0.0014009919022668
"financiar",1,0.0014009919022668
"desvirtuar",1,0.0014009919022668
"notificar",1,0.0014009919022668
"comparecer",1,0.0014009919022668
"pensarse",1,0.0014009919022668
"sabotear",1,0.0014009919022668
"teñir",1,0.0014009919022668
"confundirse",1,0.0014009919022668
"retirarse",1,0.0014009919022668
"empinar",1,0.0014009919022668
"anunciarse",1,0.0014009919022668
"campar",1,0.0014009919022668
"alféizar",1,0.0014009919022668
"desempedrar",1,0.0014009919022668
"desportillar",1,0.0014009919022668
"atornillar",1,0.0014009919022668
"nivelar",1,0.0014009919022668
"desconectar",1,0.0014009919022668
"trastornar",1,0.0014009919022668
"aceitar",1,0.0014009919022668
"oxidar",1,0.0014009919022668
"desaguar",1,0.0014009919022668
"techar",1,0.0014009919022668
"descarrilar",1,0.0014009919022668
"normalizar",1,0.0014009919022668
"arrepintiéndose",1,0.0014009919022668
"atollar",1,0.0014009919022668
"desencallar",1,0.0014009919022668
"desbravar",1,0.0014009919022668
"destroncar",1,0.0014009919022668
"vanagloriarse",1,0.0014009919022668
"apestar",1,0.0014009919022668
"oírme",1,0.0014009919022668
"barrenar",1,0.0014009919022668
"apaciguarse",1,0.0014009919022668
"esparcir",1,0.0014009919022668
"asfixiar",1,0.0014009919022668
"aterrorizar",1,0.0014009919022668
"formarse",1,0.0014009919022668
"orinarse",1,0.0014009919022668
"eructar",1,0.0014009919022668
"quererse",1,0.0014009919022668
"achicharrar",1,0.0014009919022668
"casarse",1,0.0014009919022668
"calcinar",1,0.0014009919022668
"incinerar",1,0.0014009919022668
"desconchar",1,0.0014009919022668
"contrastar",1,0.0014009919022668
"corregirse",1,0.0014009919022668
"amordazar",1,0.0014009919022668
"curiosear",1,0.0014009919022668
"corromper",1,0.0014009919022668
"astillarse",1,0.0014009919022668
"economizar",1,0.0014009919022668
"acelerar",1,0.0014009919022668
"carcomer",1,0.0014009919022668
"traslucir",1,0.0014009919022668
"humillar",1,0.0014009919022668
"ilusionar",1,0.0014009919022668
"desmoronar",1,0.0014009919022668
"devastar",1,0.0014009919022668
"cotorrear",1,0.0014009919022668
"fletar",1,0.0014009919022668
"cuartear",1,0.0014009919022668
"esposar",1,0.0014009919022668
"desbandar",1,0.0014009919022668
"apelotonar",1,0.0014009919022668
"repoblar",1,0.0014009919022668
"falsificar",1,0.0014009919022668
"matarse",1,0.0014009919022668
"suscribir",1,0.0014009919022668
"sumergir",1,0.0014009919022668
"emponzoñar",1,0.0014009919022668
"terciar",1,0.0014009919022668
"reuniéndose",1,0.0014009919022668
"familiarizarse",1,0.0014009919022668
"gobernar",1,0.0014009919022668
"contraluz",1,0.0014009919022668
"cifrar",1,0.0014009919022668
"enredarse",1,0.0014009919022668
"desahogarse",1,0.0014009919022668
"destroncarle",1,0.0014009919022668
"alacranear",1,0.0014009919022668
"auxiliar",1,0.0014009919022668
"sonambular",1,0.0014009919022668
"sofocarse",1,0.0014009919022668
"comandar",1,0.0014009919022668
"embadurnar",1,0.0014009919022668
"reembolsar",1,0.0014009919022668
"imaginarlo",1,0.0014009919022668
"amarse",1,0.0014009919022668
"cortarse",1,0.0014009919022668
"cionar",1,0.0014009919022668
"ensueño",1,0.0014009919022668
"desenroscar",1,0.0014009919022668
"rrar",1,0.0014009919022668
"martillear",1,0.0014009919022668
"caracolear",1,0.0014009919022668
"plazar",1,0.0014009919022668
"gar",1,0.0014009919022668
"checer",1,0.0014009919022668
"emular",1,0.0014009919022668
"cabriar",1,0.0014009919022668
"churrasquear",1,0.0014009919022668
"costear",1,0.0014009919022668
"caracterizar",1,0.0014009919022668
"brar",1,0.0014009919022668
"frir",1,0.0014009919022668
"comulgar",1,0.0014009919022668
"vadear",1,0.0014009919022668
"acomplejar",1,0.0014009919022668
"desagotar",1,0.0014009919022668
"acotar",1,0.0014009919022668
"elucubrar",1,0.0014009919022668
"entrevistar",1,0.0014009919022668
"residir",1,0.0014009919022668
"sajar",1,0.0014009919022668
"sitar",1,0.0014009919022668
"ligar",1,0.0014009919022668
"garronear",1,0.0014009919022668
"cautivar",1,0.0014009919022668
"tarse",1,0.0014009919022668
"acondicioi",1,0.0014009919022668
"llar",1,0.0014009919022668
"husmear",1,0.0014009919022668
"pulular",1,0.0014009919022668
"sir",1,0.0014009919022668
"suprimir",1,0.0014009919022668
"solventar",1,0.0014009919022668
"recetar",1,0.0014009919022668
"servó",1,0.0014009919022668
"bir",1,0.0014009919022668
"mular",1,0.0014009919022668
"discriminar",1,0.0014009919022668
"huevar",1,0.0014009919022668
"represar",1,0.0014009919022668
"apenar",1,0.0014009919022668
"canzar",1,0.0014009919022668
"enriquecerse",1,0.0014009919022668
"convir",1,0.0014009919022668
"sospe",1,0.0014009919022668
"expropiar",1,0.0014009919022668
"nización",1,0.0014009919022668
"coquetear",1,0.0014009919022668
"lanar",1,0.0014009919022668
"entusiasmarse",1,0.0014009919022668
"netrar",1,0.0014009919022668
"sar",1,0.0014009919022668
"trotar",1,0.0014009919022668
"hacernos",1,0.0014009919022668
"acomo",1,0.0014009919022668
"extirpar",1,0.0014009919022668
"beldar",1,0.0014009919022668
"enfilar",1,0.0014009919022668
"formalizar",1,0.0014009919022668
"escasear",1,0.0014009919022668
"solucionar",1,0.0014009919022668
"hubieras",1,0.0014009919022668
"encañonar",1,0.0014009919022668
"hendir",1,0.0014009919022668
"debilitar",1,0.0014009919022668
"disentir",1,0.0014009919022668
"ner",1,0.0014009919022668
"implorar",1,0.0014009919022668
"impor",1,0.0014009919022668
"monar",1,0.0014009919022668
"semejar",1,0.0014009919022668
"quistar",1,0.0014009919022668
"desentonar",1,0.0014009919022668
"extasiarse",1,0.0014009919022668
"vagabundear",1,0.0014009919022668
"encar",1,0.0014009919022668
"apercibir",1,0.0014009919022668
"adjudicar",1,0.0014009919022668
"rer",1,0.0014009919022668
"queirós",1,0.0014009919022668
"diagnosticar",1,0.0014009919022668
"leccionar",1,0.0014009919022668
"apiadar",1,0.0014009919022668
"acuchillar",1,0.0014009919022668
"desasosegar",1,0.0014009919022668
"estribar",1,0.0014009919022668
"embar",1,0.0014009919022668
"desbarrancar",1,0.0014009919022668
"solidificar",1,0.0014009919022668
"rimentar",1,0.0014009919022668
"rugir",1,0.0014009919022668
"ultramar",1,0.0014009919022668
"liber",1,0.0014009919022668
"detenerse",1,0.0014009919022668
"desquitarse",1,0.0014009919022668
"arrimarse",1,0.0014009919022668
"recer",1,0.0014009919022668
"jar",1,0.0014009919022668
"retrasar",1,0.0014009919022668
"clarear",1,0.0014009919022668
"deslizarle",1,0.0014009919022668
"encarar",1,0.0014009919022668
"conver",1,0.0014009919022668
"vetear",1,0.0014009919022668
"dogmatizar",1,0.0014009919022668
"digar",1,0.0014009919022668
"menudear",1,0.0014009919022668
"desligar",1,0.0014009919022668
"praescapular",1,0.0014009919022668
"trar",1,0.0014009919022668
"aconsejé",1,0.0014009919022668
"inver",1,0.0014009919022668
"amainar",1,0.0014009919022668
"término",1,0.0014009919022668
"morfar",1,0.0014009919022668
"descuajar",1,0.0014009919022668
"remar",1,0.0014009919022668
"desembolsar",1,0.0014009919022668
"limpiarme",1,0.0014009919022668
"vinar",1,0.0014009919022668
"divagar",1,0.0014009919022668
"explayar",1,0.0014009919022668
"procrear",1,0.0014009919022668
"jangr",1,0.0014009919022668
"retraer",1,0.0014009919022668
"regir",1,0.0014009919022668
"lunecer",1,0.0014009919022668
"hlör",1,0.0014009919022668
"combinarse",1,0.0014009919022668
"ficción",1,0.0014009919022668
"elucidar",1,0.0014009919022668
"resurgir",1,0.0014009919022668
"samovar",1,0.0014009919022668
"embelesar",1,0.0014009919022668
"dispensar",1,0.0014009919022668
"fornicar",1,0.0014009919022668
"descorrer",1,0.0014009919022668
"soslayar",1,0.0014009919022668
"ibbür",1,0.0014009919022668
"recusar",1,0.0014009919022668
"censurar",1,0.0014009919022668
"alabar",1,0.0014009919022668
"bosquejar",1,0.0014009919022668
"calumniar",1,0.0014009919022668
"atestiguar",1,0.0014009919022668
"guerrear",1,0.0014009919022668
"bear",1,0.0014009919022668
"premeditar",1,0.0014009919022668
"proscribir",1,0.0014009919022668
"reincidir",1,0.0014009919022668
"cotejar",1,0.0014009919022668
"adolecer",1,0.0014009919022668
"atesorar",1,0.0014009919022668
"subvenir",1,0.0014009919022668
"embaucar",1,0.0014009919022668
"preexistir",1,0.0014009919022668
"abatir",1,0.0014009919022668
"congregar",1,0.0014009919022668
"amonedar",1,0.0014009919022668
"retomar",1,0.0014009919022668
"descubrirle",1,0.0014009919022668
"embanderar",1,0.0014009919022668
"flamear",1,0.0014009919022668
"blanquear",1,0.0014009919022668
"abonar",1,0.0014009919022668
"cundir",1,0.0014009919022668
"motivar",1,0.0014009919022668
"reencontrar",1,0.0014009919022668
"rever",1,0.0014009919022668
"opinión",1,0.0014009919022668
"borrajear",1,0.0014009919022668
"inspiró",1,0.0014009919022668
"negarse",1,0.0014009919022668
"interpolar",1,0.0014009919022668
"prodigar",1,0.0014009919022668
"juzgará",1,0.0014009919022668
"originar",1,0.0014009919022668
"predecir",1,0.0014009919022668
"mirror",1,0.0014009919022668
"ministrar",1,0.0014009919022668
"triangular",1,0.0014009919022668
"vindicar",1,0.0014009919022668
"ejemplificar",1,0.0014009919022668
"titular",1,0.0014009919022668
"imponerse",1,0.0014009919022668
"zigzaguear",1,0.0014009919022668
"enclaustrar",1,0.0014009919022668
"proliferar",1,0.0014009919022668
"repuse",1,0.0014009919022668
"amplificar",1,0.0014009919022668
"veranear",1,0.0014009919022668
"impar",1,0.0014009919022668
"telegrafiar",1,0.0014009919022668
"generalizar",1,0.0014009919022668
"abstraer",1,0.0014009919022668
"ajar",1,0.0014009919022668
"demudar",1,0.0014009919022668
"interesarle",1,0.0014009919022668
"dictaminar",1,0.0014009919022668
"arribar",1,0.0014009919022668
"orillar",1,0.0014009919022668
"magnificar",1,0.0014009919022668
"patrullar",1,0.0014009919022668
"arrestar",1,0.0014009919022668
"their",1,0.0014009919022668
"empanar",1,0.0014009919022668
"héroe",1,0.0014009919022668
"encaminarse",1,0.0014009919022668
"perjudicar",1,0.0014009919022668
"idolatrar",1,0.0014009919022668
"redimirse",1,0.0014009919022668
"plagiar",1,0.0014009919022668
"silenciar",1,0.0014009919022668
"apuñalar",1,0.0014009919022668
"desintegrar",1,0.0014009919022668
"resignación",1,0.0014009919022668
"pequeña",1,0.0014009919022668
"maniatar",1,0.0014009919022668
"secuestrar",1,0.0014009919022668
"encourager",1,0.0014009919022668
"ultimar",1,0.0014009919022668
"preconizar",1,0.0014009919022668
"rehuir",1,0.0014009919022668
"urdir",1,0.0014009919022668
"redescubrir",1,0.0014009919022668
"preterir",1,0.0014009919022668
"imputar",1,0.0014009919022668
"envilecer",1,0.0014009919022668
"algún",1,0.0014009919022668
"entreverar",1,0.0014009919022668
"adoctrinar",1,0.0014009919022668
"usarse",1,0.0014009919022668
"fomentar",1,0.0014009919022668
"aconteció",1,0.0014009919022668
"rapar",1,0.0014009919022668
"convalecer",1,0.0014009919022668
"alisar",1,0.0014009919022668
"revocar",1,0.0014009919022668
"paladear",1,0.0014009919022668
"restañar",1,0.0014009919022668
"dificultar",1,0.0014009919022668
"desteñir",1,0.0014009919022668
"surcar",1,0.0014009919022668
"fumigar",1,0.0014009919022668
"calculé",1,0.0014009919022668
"elogiar",1,0.0014009919022668
"llevarme",1,0.0014009919022668
"rabiar",1,0.0014009919022668
"cabrear",1,0.0014009919022668
"puntear",1,0.0014009919022668
"sonarse",1,0.0014009919022668
"habitación",1,0.0014009919022668
"acallar",1,0.0014009919022668
"mandarme",1,0.0014009919022668
"embromar",1,0.0014009919022668
"arrullar",1,0.0014009919022668
"habitués",1,0.0014009919022668
"aplaudirle",1,0.0014009919022668
"prodigarse",1,0.0014009919022668
"incandescer",1,0.0014009919022668
"aplaudí",1,0.0014009919022668
"redoblar",1,0.0014009919022668
"maniobrar",1,0.0014009919022668
"retenerse",1,0.0014009919022668
"envainar",1,0.0014009919022668
"desencajarse",1,0.0014009919022668
"asemejarse",1,0.0014009919022668
"galopar",1,0.0014009919022668
"sobrepujar",1,0.0014009919022668
"rechazarse",1,0.0014009919022668
"corear",1,0.0014009919022668
"foyer",1,0.0014009919022668
"inclinarse",1,0.0014009919022668
"enajenar",1,0.0014009919022668
"thérèse",1,0.0014009919022668
"cercenar",1,0.0014009919022668
"desabotonar",1,0.0014009919022668
"círculo",1,0.0014009919022668
"repeler",1,0.0014009919022668
"dislocar",1,0.0014009919022668
"estaría",1,0.0014009919022668
"aportar",1,0.0014009919022668
"refocilar",1,0.0014009919022668
"concernir",1,0.0014009919022668
"garabatear",1,0.0014009919022668
"epistolar",1,0.0014009919022668
"acíbar",1,0.0014009919022668
"evitarse",1,0.0014009919022668
"parecía",1,0.0014009919022668
"finalizar",1,0.0014009919022668
"hallarse",1,0.0014009919022668
"extrañarse",1,0.0014009919022668
"palanquear",1,0.0014009919022668
"vichar",1,0.0014009919022668
"activar",1,0.0014009919022668
"encamar",1,0.0014009919022668
"espichar",1,0.0014009919022668
"champurrear",1,0.0014009919022668
"habré",1,0.0014009919022668
"azahar",1,0.0014009919022668
"empilchar",1,0.0014009919022668
"vistear",1,0.0014009919022668
"refalar",1,0.0014009919022668
"divertirme",1,0.0014009919022668
"boxear",1,0.0014009919022668
"desenredarse",1,0.0014009919022668
"sujetarlo",1,0.0014009919022668
"alisarlo",1,0.0014009919022668
"obligarlo",1,0.0014009919022668
"sentarme",1,0.0014009919022668
"arrepentir",1,0.0014009919022668
"despegarse",1,0.0014009919022668
"revolcarse",1,0.0014009919022668
"fusionar",1,0.0014009919022668
"ronronear",1,0.0014009919022668
"tenderse",1,0.0014009919022668
"mojarse",1,0.0014009919022668
"toser",1,0.0014009919022668
"entretenerse",1,0.0014009919022668
"acabarse",1,0.0014009919022668
"paspar",1,0.0014009919022668
"adoquín",1,0.0014009919022668
"flexionar",1,0.0014009919022668
"sortear",1,0.0014009919022668
"sauce",1,0.0014009919022668
"sentenciar",1,0.0014009919022668
"cansarse",1,0.0014009919022668
"amortiguar",1,0.0014009919022668
"deteriorar",1,0.0014009919022668
"desinflar",1,0.0014009919022668
"dolerle",1,0.0014009919022668
"atrasar",1,0.0014009919022668
"atemorizar",1,0.0014009919022668
"calentarse",1,0.0014009919022668
"raíz",1,0.0014009919022668
"mascar",1,0.0014009919022668
"ofrecerse",1,0.0014009919022668
"sostenerle",1,0.0014009919022668
"agregó",1,0.0014009919022668
"abordar",1,0.0014009919022668
"increpar",1,0.0014009919022668
"mirarse",1,0.0014009919022668
"destacarse",1,0.0014009919022668
"regalarle",1,0.0014009919022668
"amputar",1,0.0014009919022668
"apetecer",1,0.0014009919022668
"protegerse",1,0.0014009919022668
"refrescarse",1,0.0014009919022668
"bracear",1,0.0014009919022668
"atronar",1,0.0014009919022668
"alinear",1,0.0014009919022668
"bucear",1,0.0014009919022668
"pómulos",1,0.0014009919022668
"tiranizar",1,0.0014009919022668
"croar",1,0.0014009919022668
"enfocar",1,0.0014009919022668
"perderme",1,0.0014009919022668
"educarse",1,0.0014009919022668
"algodón",1,0.0014009919022668
"recomendó",1,0.0014009919022668
"domesticar",1,0.0014009919022668
"alardear",1,0.0014009919022668
"fotografiar",1,0.0014009919022668
"eximir",1,0.0014009919022668
"maquillar",1,0.0014009919022668
"seguían",1,0.0014009919022668
"inmovilizarlo",1,0.0014009919022668
"deshidratar",1,0.0014009919022668
"cadáver",1,0.0014009919022668
"deslizarse",1,0.0014009919022668
"señaló",1,0.0014009919022668
"ubicarse",1,0.0014009919022668
"sobrepasar",1,0.0014009919022668
"tinturar",1,0.0014009919022668
"servirían",1,0.0014009919022668
"respiró",1,0.0014009919022668
"neutralizar",1,0.0014009919022668
"aguzar",1,0.0014009919022668
"retorcerse",1,0.0014009919022668
"patalear",1,0.0014009919022668
"reconfortar",1,0.0014009919022668
"habituar",1,0.0014009919022668
"blandir",1,0.0014009919022668
"gesticular",1,0.0014009919022668
"procuró",1,0.0014009919022668
"confeccionar",1,0.0014009919022668
"adherirse",1,0.0014009919022668
"arrastrarse",1,0.0014009919022668
"oírle",1,0.0014009919022668
"halar",1,0.0014009919022668
"recuperarse",1,0.0014009919022668
"infundirse",1,0.0014009919022668
"recolectar",1,0.0014009919022668
"iniciación",1,0.0014009919022668
"lucir",1,0.0014009919022668
"transportarse",1,0.0014009919022668
"aserrar",1,0.0014009919022668
"cremar",1,0.0014009919022668
"oponerle",1,0.0014009919022668
"mezclarse",1,0.0014009919022668
"encaramarse",1,0.0014009919022668
"cuchichear",1,0.0014009919022668
"taparse",1,0.0014009919022668
"espabilar",1,0.0014009919022668
"expeler",1,0.0014009919022668
"reproducirse",1,0.0014009919022668
"domar",1,0.0014009919022668
"néctar",1,0.0014009919022668
"amansar",1,0.0014009919022668
"tornarse",1,0.0014009919022668
"deleitar",1,0.0014009919022668
"alimentarse",1,0.0014009919022668
"sujetarse",1,0.0014009919022668
"pescarse",1,0.0014009919022668
"tepui",1,0.0014009919022668
"moverlo",1,0.0014009919022668
"visualizar",1,0.0014009919022668
"olisquear",1,0.0014009919022668
"estornudar",1,0.0014009919022668
"refulgir",1,0.0014009919022668
"contagiarles",1,0.0014009919022668
"inmunizar",1,0.0014009919022668
"cooperar",1,0.0014009919022668
"despertó",1,0.0014009919022668
"transmitirle",1,0.0014009919022668
"sobrevolar",1,0.0014009919022668
"morirán",1,0.0014009919022668
"obedecerle",1,0.0014009919022668
"explicó",1,0.0014009919022668
"socorrer",1,0.0014009919022668
"enjuagar",1,0.0014009919022668
"cabecear",1,0.0014009919022668
"rebanarle",1,0.0014009919022668
"divertirse",1,0.0014009919022668
"culebrear",1,0.0014009919022668
"comentó",1,0.0014009919022668
"ocultarse",1,0.0014009919022668
"presentarse",1,0.0014009919022668
"requisar",1,0.0014009919022668
"estabilizar",1,0.0014009919022668
"instalarse",1,0.0014009919022668
"elevarse",1,0.0014009919022668
"desenmascarar",1,0.0014009919022668
"inculcarles",1,0.0014009919022668
"olivo",1,0.0014009919022668
"hiver",1,0.0014009919022668
"detallar",1,0.0014009919022668
"saberse",1,0.0014009919022668
"delantal",1,0.0014009919022668
